{'en': '49.09090909090909', 'fr': '50.90909090909091'}
{'en': '19.10828025477707', 'es': '80.89171974522293'}
{'en': '53.57142857142857', 'es': '46.42857142857143'}
{'en': '20.97902097902098', 'es': '79.02097902097901'}
{'en': '54.54545454545454', 'es': '45.45454545454546'}
{'en': '20.833333333333336', 'es': '79.16666666666666'}
{'en': '53.57142857142857', 'nl': '46.42857142857143'}
{'en': '41.66666666666667', 'nl': '58.33333333333333'}
{'en': '43.47826086956522', 'nl': '56.52173913043478'}
{'en': '27.522935779816514', 'nl': '72.47706422018348'}
{'en': '26.08695652173913', 'nl': '73.91304347826087'}
{'en': '52.63157894736842', 'nl': '47.36842105263158'}
{'en': '27.27272727272727', 'nl': '72.72727272727273'}
{'en': '22.058823529411764', 'nl': '77.94117647058823'}
{'en': '30.612244897959183', 'nl': '69.38775510204081'}
{'en': '37.03703703703704', 'nl': '62.96296296296296'}
{'en': '36.144578313253014', 'fr': '63.855421686746986'}
{'en': '24.390243902439025', 'fr': '75.60975609756098'}
{'en': '52.63157894736842', 'fr': '47.36842105263158'}
{'en': '13.761467889908257', 'fr': '86.23853211009174'}
{'en': '43.47826086956522', 'fr': '56.52173913043478'}
{'en': '20.689655172413794', 'fr': '79.3103448275862'}
{'en': '50.847457627118644', 'fr': '49.152542372881356'}
{'en': '37.03703703703704', 'fr': '62.96296296296296'}
{'en': '53.57142857142857', 'fr': '46.42857142857143'}
{'en': '38.961038961038966', 'fr': '61.038961038961034'}
{'en': '30.303030303030305', 'sk': '69.69696969696969'}
{'en': '65.21739130434783', 'sk': '34.78260869565217'}
{'en': '47.61904761904761', 'sk': '52.38095238095239'}
{'en': '39.473684210526315', 'sk': '60.526315789473685'}
{'en': '29.411764705882355', 'sk': '70.58823529411765'}
{'en': '54.54545454545454', 'sk': '45.45454545454546'}
{'en': '45.45454545454545', 'sk': '54.54545454545455'}
{'en': '23.076923076923077', 'sk': '76.92307692307692'}
{'en': '21.27659574468085', 'sk': '78.72340425531915'}
{'en': '49.18032786885246', 'sk': '50.81967213114754'}
{'en': '12.195121951219512', 'sl': '87.8048780487805'}
{'en': '21.73913043478261', 'sl': '78.26086956521739'}
{'en': '40.0', 'sl': '60.0'}
{'en': '53.57142857142857', 'sl': '46.42857142857143'}
{'en': '33.70786516853933', 'sl': '66.29213483146067'}
{'en': '50.0', 'sl': '50.0'}
{'en': '51.724137931034484', 'sl': '48.275862068965516'}
{'en': '50.0', 'sl': '50.0'}
{'en': '9.433962264150944', 'sl': '90.56603773584905'}
{'en': '36.58536585365854', 'sl': '63.41463414634146'}
{'en': '42.857142857142854', 'it': '57.142857142857146'}
{'en': '24.59016393442623', 'it': '75.40983606557377'}
{'en': '21.897810218978105', 'it': '78.10218978102189'}
{'en': '49.18032786885246', 'it': '50.81967213114754'}
{'en': '44.11764705882353', 'it': '55.88235294117647'}
{'en': '28.30188679245283', 'it': '71.69811320754717'}
{'en': '51.724137931034484', 'it': '48.275862068965516'}
{'en': '22.727272727272727', 'it': '77.27272727272728'}
{'en': '42.25352112676056', 'it': '57.74647887323944'}
{'en': '19.230769230769234', 'it': '80.76923076923077'}
{'en': '55.55555555555556', 'de': '44.44444444444444'}
{'en': '33.33333333333333', 'de': '66.66666666666667'}
{'en': '32.25806451612903', 'de': '67.74193548387098'}
{'en': '11.07011070110701', 'de': '88.92988929889299'}
{'en': '45.45454545454545', 'de': '54.54545454545455'}
{'en': '14.285714285714285', 'de': '85.71428571428572'}
{'en': '36.144578313253014', 'de': '63.855421686746986'}
{'en': '32.25806451612903', 'de': '67.74193548387098'}
{'en': '12.987012987012985', 'de': '87.01298701298701'}
{'en': '28.57142857142857', 'de': '71.42857142857143'}
{'en': '43.47826086956522', 'es': '56.52173913043478'}
{'en': '31.914893617021278', 'es': '68.08510638297872'}
{'en': '29.126213592233007', 'es': '70.873786407767'}
{'en': '42.857142857142854', 'es': '57.142857142857146'}
{'en': '23.076923076923077', 'es': '76.92307692307692'}
{'en': '44.11764705882353', 'es': '55.88235294117647'}
{'en': '44.776119402985074', 'es': '55.223880597014926'}
{'en': '45.45454545454545', 'es': '54.54545454545455'}
{'en': '25.64102564102564', 'es': '74.35897435897436'}
{'en': '36.144578313253014', 'es': '63.855421686746986'}
{'en': '42.25352112676056', 'nl': '57.74647887323944'}
{'en': '26.08695652173913', 'nl': '73.91304347826087'}
{'en': '50.847457627118644', 'nl': '49.152542372881356'}
{'en': '13.157894736842104', 'nl': '86.84210526315789'}
{'en': '41.66666666666667', 'nl': '58.33333333333333'}
{'en': '19.480519480519483', 'nl': '80.51948051948051'}
{'en': '51.724137931034484', 'nl': '48.275862068965516'}
{'en': '41.0958904109589', 'nl': '58.9041095890411'}
{'en': '43.47826086956522', 'nl': '56.52173913043478'}
{'en': '54.54545454545454', 'nl': '45.45454545454546'}
{'en': '70.10309278350516'}
{'en': '40.51282051282051'}
{'en': '48.44444444444444'}
{'en': '19.444444444444443'}
{'en': '43.13725490196079'}
{'en': '28.395061728395063'}
{'en': '15.94202898550725'}
{'en': '29.268292682926827'}
{'en': '20.0'}
{'en': '30.95238095238095'}
{'en': '39.59044368600683', 'fr': '60.40955631399317'}
{'en': '65.5367231638418', 'fr': '34.4632768361582'}
{'en': '63.04347826086957', 'fr': '36.95652173913043'}
{'en': '70.3030303030303', 'fr': '29.696969696969703'}
{'en': '38.666666666666664', 'fr': '61.333333333333336'}
{'en': '61.702127659574465', 'fr': '38.297872340425535'}
{'en': '82.26950354609929', 'fr': '17.730496453900713'}
{'en': '70.3030303030303', 'fr': '29.696969696969703'}
{'en': '59.183673469387756', 'fr': '40.816326530612244'}
{'en': '78.91156462585033', 'fr': '21.088435374149668'}
{'en': '78.91156462585033', 'sk': '21.088435374149668'}
{'en': '43.77358490566038', 'sk': '56.22641509433962'}
{'en': '74.83870967741936', 'sk': '25.16129032258064'}
{'en': '63.73626373626373', 'sk': '36.26373626373627'}
{'en': '74.83870967741936', 'sk': '25.16129032258064'}
{'en': '25.38293216630197', 'sk': '74.61706783369803'}
{'en': '80.0', 'sk': '20.0'}
{'en': '84.67153284671532', 'sk': '15.328467153284677'}
{'en': '74.35897435897436', 'sk': '25.641025641025635'}
{'en': '70.73170731707317', 'sk': '29.268292682926827'}
{'en': '70.3030303030303', 'sl': '29.696969696969703'}
{'en': '69.46107784431138', 'sl': '30.538922155688624'}
{'en': '67.83625730994152', 'sl': '32.163742690058484'}
{'en': '44.44444444444444', 'sl': '55.55555555555556'}
{'en': '77.33333333333333', 'sl': '22.66666666666667'}
{'en': '80.0', 'sl': '20.0'}
{'en': '79.45205479452055', 'sl': '20.54794520547945'}
{'en': '79.45205479452055', 'sl': '20.54794520547945'}
{'en': '81.69014084507043', 'sl': '18.30985915492957'}
{'en': '72.04968944099379', 'sl': '27.950310559006212'}
{'en': '34.11764705882353', 'it': '65.88235294117646'}
{'en': '82.85714285714286', 'it': '17.14285714285714'}
{'en': '56.038647342995176', 'it': '43.961352657004824'}
{'en': '74.35897435897436', 'it': '25.641025641025635'}
{'en': '81.11888111888112', 'it': '18.88111888111888'}
{'en': '72.04968944099379', 'it': '27.950310559006212'}
{'en': '84.05797101449275', 'it': '15.94202898550725'}
{'en': '82.85714285714286', 'it': '17.14285714285714'}
{'en': '81.11888111888112', 'it': '18.88111888111888'}
{'en': '41.57706093189964', 'it': '58.42293906810036'}
{'en': '87.21804511278195', 'de': '12.781954887218049'}
{'en': '82.85714285714286', 'de': '17.14285714285714'}
{'en': '37.785016286644954', 'de': '62.214983713355046'}
{'en': '76.82119205298014', 'de': '23.178807947019862'}
{'en': '87.21804511278195', 'de': '12.781954887218049'}
{'en': '75.81699346405229', 'de': '24.18300653594771'}
{'en': '73.88535031847134', 'de': '26.11464968152866'}
{'en': '82.85714285714286', 'de': '17.14285714285714'}
{'en': '69.87951807228916', 'de': '30.12048192771084'}
{'en': '84.67153284671532', 'de': '15.328467153284677'}
{'en': '50.65502183406113', 'es': '49.34497816593887'}
{'en': '59.183673469387756', 'es': '40.816326530612244'}
{'en': '57.42574257425742', 'es': '42.57425742574258'}
{'en': '80.55555555555556', 'es': '19.444444444444443'}
{'en': '40.41811846689895', 'es': '59.58188153310105'}
{'en': '60.10362694300518', 'es': '39.89637305699482'}
{'en': '79.45205479452055', 'es': '20.54794520547945'}
{'en': '57.14285714285714', 'es': '42.85714285714286'}
{'en': '84.05797101449275', 'es': '15.94202898550725'}
{'en': '74.83870967741936', 'es': '25.16129032258064'}
{'en': '52.25225225225225', 'nl': '47.74774774774775'}
{'en': '76.82119205298014', 'nl': '23.178807947019862'}
{'en': '70.73170731707317', 'nl': '29.268292682926827'}
{'en': '57.99999999999999', 'nl': '42.00000000000001'}
{'en': '75.81699346405229', 'nl': '24.18300653594771'}
{'en': '51.10132158590308', 'nl': '48.89867841409692'}
{'en': '78.37837837837837', 'nl': '21.621621621621628'}
{'en': '65.9090909090909', 'nl': '34.09090909090909'}
{'en': '40.27777777777778', 'nl': '59.72222222222222'}
{'en': '81.11888111888112', 'nl': '18.88111888111888'}
{'en': '43.609022556390975', 'fr': '56.390977443609025'}
{'en': '77.85234899328859', 'fr': '22.147651006711413'}
{'en': '72.95597484276729', 'fr': '27.04402515723271'}
{'en': '84.05797101449275', 'fr': '15.94202898550725'}
{'en': '53.95348837209303', 'fr': '46.04651162790697'}
{'en': '40.41811846689895', 'fr': '59.58188153310105'}
{'en': '69.87951807228916', 'fr': '30.12048192771084'}
{'en': '67.44186046511628', 'fr': '32.55813953488372'}
{'en': '80.55555555555556', 'fr': '19.444444444444443'}
{'en': '79.45205479452055', 'fr': '20.54794520547945'}
{'en': '48.9451476793249', 'sk': '51.0548523206751'}
{'en': '82.85714285714286', 'sk': '17.14285714285714'}
{'en': '67.05202312138728', 'sk': '32.94797687861272'}
{'en': '70.3030303030303', 'sk': '29.696969696969703'}
{'en': '73.88535031847134', 'sk': '26.11464968152866'}
{'en': '54.71698113207547', 'sk': '45.28301886792453'}
{'en': '60.73298429319372', 'sk': '39.26701570680628'}
{'en': '72.95597484276729', 'sk': '27.04402515723271'}
{'en': '72.5', 'sk': '27.5'}
{'en': '81.11888111888112', 'sk': '18.88111888111888'}
{'en': '66.28571428571428', 'sl': '33.71428571428572'}
{'en': '76.82119205298014', 'sl': '23.178807947019862'}
{'en': '38.15789473684211', 'sl': '61.84210526315789'}
{'en': '73.41772151898735', 'sl': '26.58227848101265'}
{'en': '83.45323741007195', 'sl': '16.54676258992805'}
{'en': '51.78571428571429', 'sl': '48.21428571428571'}
{'en': '62.03208556149733', 'sl': '37.96791443850267'}
{'en': '57.711442786069654', 'sl': '42.288557213930346'}
{'en': '67.05202312138728', 'sl': '32.94797687861272'}
{'en': '52.488687782805435', 'sl': '47.511312217194565'}
{'en': '48.53556485355649', 'it': '51.46443514644351'}
{'en': '46.03174603174603', 'it': '53.96825396825397'}
{'en': '53.21100917431193', 'it': '46.78899082568807'}
{'en': '69.46107784431138', 'it': '30.538922155688624'}
{'en': '62.70270270270271', 'it': '37.29729729729729'}
{'en': '63.04347826086957', 'it': '36.95652173913043'}
{'en': '71.60493827160494', 'it': '28.395061728395063'}
{'en': '62.365591397849464', 'it': '37.634408602150536'}
{'en': '58.291457286432156', 'it': '41.708542713567844'}
{'en': '76.82119205298014', 'it': '23.178807947019862'}
{'en': '65.9090909090909', 'de': '34.09090909090909'}
{'en': '86.56716417910447', 'de': '13.432835820895534'}
{'en': '84.05797101449275', 'de': '15.94202898550725'}
{'en': '52.25225225225225', 'de': '47.74774774774775'}
{'en': '69.46107784431138', 'de': '30.538922155688624'}
{'en': '85.92592592592592', 'de': '14.074074074074076'}
{'en': '50.21645021645021', 'de': '49.78354978354979'}
{'en': '47.15447154471545', 'de': '52.84552845528455'}
{'en': '58.88324873096447', 'de': '41.11675126903553'}
{'en': '62.03208556149733', 'de': '37.96791443850267'}
{'en': '31.099195710455763', 'es': '68.90080428954424'}
{'en': '82.26950354609929', 'es': '17.730496453900713'}
{'en': '52.96803652968036', 'es': '47.03196347031964'}
{'en': '76.31578947368422', 'es': '23.68421052631578'}
{'en': '80.0', 'es': '20.0'}
{'en': '63.73626373626373', 'es': '36.26373626373627'}
{'en': '81.11888111888112', 'es': '18.88111888111888'}
{'en': '83.45323741007195', 'es': '16.54676258992805'}
{'en': '82.26950354609929', 'es': '17.730496453900713'}
{'en': '43.93939393939394', 'es': '56.06060606060606'}
{'en': '69.87951807228916', 'nl': '30.12048192771084'}
{'en': '73.41772151898735', 'nl': '26.58227848101265'}
{'en': '77.85234899328859', 'nl': '22.147651006711413'}
{'en': '72.95597484276729', 'nl': '27.04402515723271'}
{'en': '59.183673469387756', 'nl': '40.816326530612244'}
{'en': '74.35897435897436', 'nl': '25.641025641025635'}
{'en': '78.37837837837837', 'nl': '21.621621621621628'}
{'en': '45.66929133858268', 'nl': '54.33070866141732'}
{'en': '78.37837837837837', 'nl': '21.621621621621628'}
{'en': '64.08839779005525', 'nl': '35.911602209944746'}
{'en': '73.22834645669292'}
{'en': '51.42857142857143'}
{'en': '54.66666666666667'}
{'en': '82.19895287958116'}
{'en': '53.42465753424658'}
{'en': '66.66666666666667'}
{'en': '59.523809523809526'}
{'en': '77.92207792207792'}
{'en': '79.01234567901236'}
{'en': '78.2051282051282'}
{'en': '26.5625', 'fr': '73.4375'}
{'en': '47.22222222222222', 'fr': '52.77777777777778'}
{'en': '12.686567164179104', 'fr': '87.31343283582089'}
{'en': '60.71428571428571', 'fr': '39.28571428571429'}
{'en': '51.515151515151516', 'fr': '48.484848484848484'}
{'en': '41.9753086419753', 'fr': '58.0246913580247'}
{'en': '43.037974683544306', 'fr': '56.962025316455694'}
{'en': '30.08849557522124', 'fr': '69.91150442477876'}
{'en': '40.963855421686745', 'fr': '59.036144578313255'}
{'en': '55.73770491803278', 'fr': '44.26229508196722'}
{'en': '41.9753086419753', 'sk': '58.0246913580247'}
{'en': '31.19266055045872', 'sk': '68.80733944954127'}
{'en': '17.894736842105264', 'sk': '82.10526315789474'}
{'en': '51.515151515151516', 'sk': '48.484848484848484'}
{'en': '52.307692307692314', 'sk': '47.692307692307686'}
{'en': '59.64912280701754', 'sk': '40.35087719298246'}
{'en': '41.9753086419753', 'sk': '58.0246913580247'}
{'en': '50.0', 'sk': '50.0'}
{'en': '36.95652173913043', 'sk': '63.04347826086957'}
{'en': '43.58974358974359', 'sk': '56.41025641025641'}
{'en': '23.943661971830984', 'sl': '76.05633802816902'}
{'en': '40.963855421686745', 'sl': '59.036144578313255'}
{'en': '44.73684210526316', 'sl': '55.26315789473684'}
{'en': '61.81818181818181', 'sl': '38.18181818181819'}
{'en': '51.515151515151516', 'sl': '48.484848484848484'}
{'en': '55.73770491803278', 'sl': '44.26229508196722'}
{'en': '27.86885245901639', 'sl': '72.1311475409836'}
{'en': '30.357142857142854', 'sl': '69.64285714285714'}
{'en': '26.984126984126984', 'sl': '73.01587301587301'}
{'en': '27.86885245901639', 'sl': '72.1311475409836'}
{'en': '58.620689655172406', 'it': '41.379310344827594'}
{'en': '41.46341463414634', 'it': '58.53658536585366'}
{'en': '20.606060606060606', 'it': '79.39393939393939'}
{'en': '22.516556291390728', 'it': '77.48344370860927'}
{'en': '62.96296296296296', 'it': '37.03703703703704'}
{'en': '32.69230769230769', 'it': '67.3076923076923'}
{'en': '23.943661971830984', 'it': '76.05633802816902'}
{'en': '53.125', 'it': '46.875'}
{'en': '51.515151515151516', 'it': '48.484848484848484'}
{'en': '34.34343434343434', 'it': '65.65656565656566'}
{'en': '44.15584415584416', 'de': '55.84415584415584'}
{'en': '27.200000000000003', 'de': '72.8'}
{'en': '60.71428571428571', 'de': '39.28571428571429'}
{'en': '50.74626865671642', 'de': '49.25373134328358'}
{'en': '36.95652173913043', 'de': '63.04347826086957'}
{'en': '36.17021276595745', 'de': '63.82978723404255'}
{'en': '35.78947368421053', 'de': '64.21052631578948'}
{'en': '39.08045977011494', 'de': '60.91954022988506'}
{'en': '50.74626865671642', 'de': '49.25373134328358'}
{'en': '60.71428571428571', 'de': '39.28571428571429'}
{'en': '39.08045977011494', 'es': '60.91954022988506'}
{'en': '45.33333333333333', 'es': '54.66666666666667'}
{'en': '29.82456140350877', 'es': '70.17543859649123'}
{'en': '36.95652173913043', 'es': '63.04347826086957'}
{'en': '40.0', 'es': '60.0'}
{'en': '50.74626865671642', 'es': '49.25373134328358'}
{'en': '21.11801242236025', 'es': '78.88198757763975'}
{'en': '47.88732394366197', 'es': '52.11267605633803'}
{'en': '32.69230769230769', 'es': '67.3076923076923'}
{'en': '31.775700934579437', 'es': '68.22429906542057'}
{'en': '49.275362318840585', 'nl': '50.724637681159415'}
{'en': '28.333333333333332', 'nl': '71.66666666666667'}
{'en': '20.238095238095237', 'nl': '79.76190476190476'}
{'en': '40.476190476190474', 'nl': '59.523809523809526'}
{'en': '45.94594594594595', 'nl': '54.05405405405405'}
{'en': '31.19266055045872', 'nl': '68.80733944954127'}
{'en': '26.77165354330709', 'nl': '73.22834645669292'}
{'en': '55.73770491803278', 'nl': '44.26229508196722'}
{'en': '53.96825396825397', 'nl': '46.03174603174603'}
{'en': '56.666666666666664', 'nl': '43.333333333333336'}
{'en': '44.15584415584416', 'fr': '55.84415584415584'}
{'en': '15.59633027522936', 'fr': '84.40366972477064'}
{'en': '44.15584415584416', 'fr': '55.84415584415584'}
{'en': '41.46341463414634', 'fr': '58.53658536585366'}
{'en': '40.963855421686745', 'fr': '59.036144578313255'}
{'en': '36.95652173913043', 'fr': '63.04347826086957'}
{'en': '41.46341463414634', 'fr': '58.53658536585366'}
{'en': '52.307692307692314', 'fr': '47.692307692307686'}
{'en': '46.57534246575342', 'fr': '53.42465753424658'}
{'en': '27.200000000000003', 'fr': '72.8'}
{'en': '51.515151515151516', 'sk': '48.484848484848484'}
{'en': '40.963855421686745', 'sk': '59.036144578313255'}
{'en': '31.19266055045872', 'sk': '68.80733944954127'}
{'en': '28.8135593220339', 'sk': '71.1864406779661'}
{'en': '43.58974358974359', 'sk': '56.41025641025641'}
{'en': '55.73770491803278', 'sk': '44.26229508196722'}
{'en': '37.362637362637365', 'sk': '62.637362637362635'}
{'en': '53.96825396825397', 'sk': '46.03174603174603'}
{'en': '36.95652173913043', 'sk': '63.04347826086957'}
{'en': '38.63636363636363', 'sk': '61.36363636363637'}
{'en': '46.57534246575342', 'sl': '53.42465753424658'}
{'en': '50.74626865671642', 'sl': '49.25373134328358'}
{'en': '29.565217391304348', 'sl': '70.43478260869566'}
{'en': '51.515151515151516', 'sl': '48.484848484848484'}
{'en': '22.07792207792208', 'sl': '77.92207792207792'}
{'en': '28.09917355371901', 'sl': '71.90082644628099'}
{'en': '47.88732394366197', 'sl': '52.11267605633803'}
{'en': '56.666666666666664', 'sl': '43.333333333333336'}
{'en': '46.57534246575342', 'sl': '53.42465753424658'}
{'en': '31.775700934579437', 'sl': '68.22429906542057'}
{'en': '50.74626865671642', 'it': '49.25373134328358'}
{'en': '55.73770491803278', 'it': '44.26229508196722'}
{'en': '25.0', 'it': '75.0'}
{'en': '56.666666666666664', 'it': '43.333333333333336'}
{'en': '36.17021276595745', 'it': '63.82978723404255'}
{'en': '60.71428571428571', 'it': '39.28571428571429'}
{'en': '45.33333333333333', 'it': '54.66666666666667'}
{'en': '44.15584415584416', 'it': '55.84415584415584'}
{'en': '52.307692307692314', 'it': '47.692307692307686'}
{'en': '25.563909774436087', 'it': '74.43609022556392'}
{'en': '35.78947368421053', 'de': '64.21052631578948'}
{'en': '29.565217391304348', 'de': '70.43478260869566'}
{'en': '44.15584415584416', 'de': '55.84415584415584'}
{'en': '23.448275862068964', 'de': '76.55172413793103'}
{'en': '32.38095238095238', 'de': '67.61904761904762'}
{'en': '36.55913978494624', 'de': '63.44086021505376'}
{'en': '20.0', 'de': '80.0'}
{'en': '59.64912280701754', 'de': '40.35087719298246'}
